製品区分,製品コード,製造指示番号,手配区分名,製番,納期,指示数,単位名,受入数,製番ステータス区分,備考,登録日,手配区分,商品コード,商品名,規格,型式,図番,品種分類コード,品種分類名,品種コード,品種名,張地種別,型紙区分１,型紙区分２,張地番号１,張地番号２,張地幅１,張地幅２,ファスナー色１,ファスナー色２,マジックテープ色１,マジックテープ色２,糸番１,糸番２,洗濯表示１,洗濯表示２,品番,仕様,ピース,パーツ,木色,特区
N528,N528       36           T7182,SZS000001345,製番手配入力,JUC000000153-05,2019/12/06,1,ﾋﾟｰｽ,0,0,,2019/11/06,5,N528    0005100,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       36           T7182,,,1,製品,0011,ソファ,布,G-R,,T7182,,1.40000,,BE,,BE,,1004,,,,N528,,36,,,
N528,N528       37           18/3806,SZS000003530,製番手配入力,JUC000000809-03,2020/02/13,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000670,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           18/3806,,,1,製品,0011,ソファ,布,G,,18/3806,,1.37000,,BE,,BE,,1004,,C,,N528,,37,,,
N528,N528       37           18/3806,SZS000007519,製番手配入力,JUC000002024-03,2019/12/02,1,ﾋﾟｰｽ,1,1,,2019/11/20,5,N528    0000670,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           18/3806,,,1,製品,0011,ソファ,布,G,,18/3806,,1.37000,,BE,,BE,,1004,,C,,N528,,37,,,
N528,N528       37           18/3806,SZS000007524,製番手配入力,JUC000002024-04,2019/12/02,1,ﾋﾟｰｽ,1,1,,2019/11/20,5,N528    0000670,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           18/3806,,,1,製品,0011,ソファ,布,G,,18/3806,,1.37000,,BE,,BE,,1004,,C,,N528,,37,,,
N528,N528       37           18/3919,SZS000003423,製番手配入力,JUC000000685-03,2020/02/06,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000158,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           18/3919,,,1,製品,0011,ソファ,布,G,,18/3919,,1.35000,,BE,,BE,,1000,,E,,N528,,37,,,
N528,N528       37           18/3928,SZS000007770,製番手配入力,JUC000002065-05,2020/02/27,1,ﾋﾟｰｽ,0,0,,2019/11/27,5,N528    0005346,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           18/3928,,,1,製品,0011,ソファ,布,G,,18/3928,,1.40000,,BL,,BL,,1017,,G,,N528,,37,,,
N528,N528       37           18/3929,SZS000003675,製番手配入力,JUC000000886-03,2019/12/16,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005138,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           18/3929,,,1,製品,0011,ソファ,布,G,,18/3929,,1.40000,,BE,,BE,,1000,,G,,N528,,37,,,
N528,N528       37           18/3929,SZS000007219,製番手配入力,JUC000001998-03,2019/11/28,1,ﾋﾟｰｽ,1,1,,2019/11/20,5,N528    0005138,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           18/3929,,,1,製品,0011,ソファ,布,G,,18/3929,,1.40000,,BE,,BE,,1000,,G,,N528,,37,,,
N528,N528       37           18/5166,SZS000006026,製番手配入力,JUC000001823-03,2019/12/14,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000086,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           18/5166,,,1,製品,0011,ソファ,布,G,,18/5166,,1.37000,,BR,,BE,,1004,,E,,N528,,37,,,
N528,N528       37           22/2600,SZS000004905,製番手配入力,JUC000001375-03,2019/12/13,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0001718,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           22/2600,,,1,製品,0011,ソファ,布,G,,22/2600,,1.37000,,BE,,BE,,1004,,D,,N528,,37,,,
N528,N528       37           22/5508,SZS000007096,製番手配入力,JUC000001984-02,2020/02/28,2,ﾋﾟｰｽ,0,0,,2019/11/20,5,N528    0003574,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           22/5508,,,1,製品,0011,ソファ,布,G,,22/5508,,1.37000,,BL,,BL,,1017,,C,,N528,,37,,,
N528,N528       37           22/5509,SZS000000571,製番手配入力,JUC000000102-03,2019/12/24,2,ﾋﾟｰｽ,0,0,,2019/11/05,5,N528    0003730,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           22/5509,,,1,製品,0011,ソファ,布,G,,22/5509,,1.37000,,BE,,BE,,1000,,C,,N528,,37,,,
N528,N528       37           22/5509,SZS000003157,製番手配入力,JUC000000616-03,2019/12/02,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003730,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           22/5509,,,1,製品,0011,ソファ,布,G,,22/5509,,1.37000,,BE,,BE,,1000,,C,,N528,,37,,,
N528,N528       37           22/5609,SZS000002089,製番手配入力,JUC000000302-06,2020/02/15,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003714,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           22/5609,,,1,製品,0011,ソファ,布,G,,22/5609,,1.37000,,BE,,BE,,1000,,C,,N528,,37,,,
N528,N528       37           38/2542,SZS000006314,製番手配入力,JUC000001900-03,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/18,5,N528    0001442,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           38/2542,,,1,製品,0011,ソファ,布,G,,38/2542,,1.37000,,BE,,BE,,1000,,B,,N528,,37,,,
N528,N528       37           38/2558,SZS000004340,製番手配入力,JUC000001147-05,2020/01/27,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003609,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           38/2558,,,1,製品,0011,ソファ,布,G,,38/2558,,1.45000,,BE,,BE,,1000,,B,,N528,,37,,,
N528,N528       37           38/2568,SZS000005471,製番手配入力,JUC000001683-03,2019/11/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003596,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           38/2568,,,1,製品,0011,ソファ,布,H,,38/2568,,1.45000,,BL,,BL,,170,,B,,N528,,37,,,
N528,N528       37           38/2690,SZS000001206,製番手配入力,JUC000000132-03,2019/12/05,2,ﾋﾟｰｽ,0,0,,2019/11/06,5,N528    0002649,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           38/2690,,,1,製品,0011,ソファ,布,G,,38/2690,,1.40000,,BE,,BE,,1004,,B,,N528,,37,,,
N528,N528       37           38/4226,SZS000004390,製番手配入力,JUC000001162-02,2020/02/03,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000824,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           38/4226,,,1,製品,0011,ソファ,布,ZZ1,,38/4226,,1.40000,,BE,,BE,,1004,,B,,N528,,37,,,
N528,N528       37           38/4228,SZS000002545,製番手配入力,JUC000000413-03,2019/12/02,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000247,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           38/4228,,,1,製品,0011,ソファ,布,ZZ1,,38/4228,,1.40000,,BL,,BL,,170,,B,,N528,,37,,,
N528,N528       37           38/6178,SZS000002657,製番手配入力,JUC000000446-04,2019/12/13,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003523,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,37,,,
N528,N528       37           38/6178,SZS000002739,製番手配入力,JUC000000465-02,2020/01/23,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003523,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,37,,,
N528,N528       37           38/6178,SZS000006364,製番手配入力,JUC000001903-04,2019/12/05,2,ﾋﾟｰｽ,0,0,,2019/11/18,5,N528    0003523,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,37,,,
N528,N528       37           48/2005,SZS000004147,製番手配入力,JUC000001062-01,2019/12/09,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005283,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           48/2005,,,1,製品,0011,ソファ,布,ｶH,,48/2005,,1.44000,,BE,,BE,,1022,,G,,N528,,37,,,
N528,N528       37           48/2009,SZS000002971,製番手配入力,JUC000000545-02,2019/12/25,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005264,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           48/2009,,,1,製品,0011,ソファ,布,ｶH,,48/2009,,1.44000,,BE,,BE,,1022,,G,,N528,,37,,,
N528,N528       37           48/2600,SZS000002433,製番手配入力,JUC000000386-03,2020/01/06,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005235,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           48/2600,,,1,製品,0011,ソファ,布,G,,48/2600,,1.40000,,BE,,BE,,1022,,B,,N528,,37,,,
N528,N528       37           48/2608,SZS000004235,製番手配入力,JUC000001108-03,2020/01/07,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005146,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           48/2608,,,1,製品,0011,ソファ,布,G,,48/2608,,1.40000,,BL,,BL,,1017,,B,,N528,,37,,,
N528,N528       37           48/2609,SZS000002610,製番手配入力,JUC000000431-03,2020/01/23,2,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005166,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           48/2609,,,1,製品,0011,ソファ,布,G,,48/2609,,1.40000,,BE,,BE,,1000,,B,,N528,,37,,,
N528,N528       37           L3/510,SZS000003385,製番手配入力,JUC000000683-04,2020/02/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0001240,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           L3/510,,,1,製品,0011,ソファ,革,L,,L3/510,,0.00000,,BE,,BE,,101,,,,N528,,37,,,
N528,N528       37           L3/511         2,SZS000000370,製番手配入力,JUC000000080-03,2020/04/20,2,ﾋﾟｰｽ,0,0,2:ﾄﾗｲｱﾙ革,2019/11/05,5,N528    0005324,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           L3/511         2,,,1,製品,0011,ソファ,革,L,,L3/511,,1.00000,,BE,,BE,,104,,,,N528,,37,,,2
N528,N528       37           MYS/COS,SZS000006204,製番手配入力,JUC000001890-01,2019/12/12,1,ﾋﾟｰｽ,0,0,納期問合せ中,2019/11/18,5,N528    0005408,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           MYS/COS,,,1,製品,0011,ソファ,布,GR,,MYS/COS,,1.37000,,BL,,BL,,1017,,,,N528,,37,,,
N528,N528       37           T7182,SZS000001350,製番手配入力,JUC000000153-06,2019/12/06,1,ﾋﾟｰｽ,0,0,,2019/11/06,5,N528    0005439,ｶｽﾄｰﾙ 背ｸｯｼｮﾝ,N528       37           T7182,,,1,製品,0011,ソファ,布,G-R,,T7182,,1.40000,,BE,,BE,,1004,,,,N528,,37,,,
N528,N528       41       BW  38/2690,SZS000001194,製番手配入力,JUC000000132-01,2019/12/05,1,ﾋﾟｰｽ,0,0,UG,2019/11/06,5,N528    0002791,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       41       BW  38/2690,,,1,製品,0011,ソファ,布,G,,38/2690,,1.40000,,BE,,BE,,1004,,B,,N528,,41,,BW,
N528,N528       41       DB  22/2600,SZS000004893,製番手配入力,JUC000001375-01,2019/12/13,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0001885,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       41       DB  22/2600,,,1,製品,0011,ソファ,布,G,,22/2600,,1.37000,,BE,,BE,,1004,,D,,N528,,41,,DB,
N528,N528       41       GY  18/3929,SZS000003663,製番手配入力,JUC000000886-01,2019/12/16,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005135,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       41       GY  18/3929,,,1,製品,0011,ソファ,布,G,,18/3929,,1.40000,,BE,,BE,,1000,,G,,N528,,41,,GY,
N528,N528       41       GY  38/2352,SZS000002922,製番手配入力,JUC000000536-02,2020/02/19,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0004887,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       41       GY  38/2352,,,1,製品,0011,ソファ,布,G,,38/2352,,1.37000,,BE,,BE,,101,,B,,N528,,41,,GY,
N528,N528       41       GY  38/2558,SZS000004324,製番手配入力,JUC000001147-02,2020/01/27,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0004163,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       41       GY  38/2558,,,1,製品,0011,ソファ,布,G,,38/2558,,1.45000,,BE,,BE,,1000,,B,,N528,,41,,GY,
N528,N528       41       GY  38/6178,SZS000002640,製番手配入力,JUC000000446-01,2019/12/13,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003774,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       41       GY  38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,41,,GY,
N528,N528       41       GY  38/6178,SZS000006346,製番手配入力,JUC000001903-01,2019/12/05,1,ﾋﾟｰｽ,0,0,UG,2019/11/18,5,N528    0003774,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       41       GY  38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,41,,GY,
N528,N528       41       GY  48/6009,SZS000007774,製番手配入力,JUC000002066-01,2019/12/16,1,ﾋﾟｰｽ,0,0,UG,2019/11/27,5,N528    0004296,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       41       GY  48/6009,,,1,製品,0011,ソファ,布,G,,48/6009,,1.40000,,BE,,BE,,1000,,B,,N528,,41,,GY,
N528,N528       41       GY  L3/510,SZS000003367,製番手配入力,JUC000000683-01,2020/02/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0004993,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       41       GY  L3/510,,,1,製品,0011,ソファ,革,L,,L3/510,,0.00000,,BE,,BE,,101,,,,N528,,41,,GY,
N528,N528       41S      DB  48/2608,SZS000002111,製番手配入力,JUC000000314-01,2019/12/20,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005238,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧS,N528       41S      DB  48/2608,,,1,製品,0011,ソファ,布,G,,48/2608,,1.40000,,BL,,BL,,1017,,B,,N528,,41S,,DB,
N528,N528       41S      DB  L3/511         2,SZS000000358,製番手配入力,JUC000000080-01,2020/04/20,1,ﾋﾟｰｽ,0,0,UG　2:ﾄﾗｲｱﾙ革,2019/11/05,5,N528    0005348,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧS,N528       41S      DB  L3/511         2,,,1,製品,0011,ソファ,革,L,,L3/511,,1.00000,,BE,,BE,,104,,,,N528,,41S,,DB,2
N528,N528       42       BW  18/3806,SZS000003524,製番手配入力,JUC000000809-02,2020/02/13,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000767,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       42       BW  18/3806,,,1,製品,0011,ソファ,布,G,,18/3806,,1.37000,,BE,,BE,,1004,,C,,N528,,42,,BW,
N528,N528       42       BW  22/2600,SZS000004784,製番手配入力,JUC000001328-02,2019/12/26,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0002370,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       42       BW  22/2600,,,1,製品,0011,ソファ,布,G,,22/2600,,1.37000,,BE,,BE,,1004,,D,,N528,,42,,BW,
N528,N528       42       BW  22/5310,SZS000005655,製番手配入力,JUC000001752-01,2019/12/09,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0001106,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       42       BW  22/5310,,,1,製品,0011,ソファ,布,G,,22/5310,,1.35000,,BE,,BE,,1004,,B,,N528,,42,,BW,
N528,N528       42       BW  22/5509,SZS000003145,製番手配入力,JUC000000616-01,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0004149,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       42       BW  22/5509,,,1,製品,0011,ソファ,布,G,,22/5509,,1.37000,,BE,,BE,,1000,,C,,N528,,42,,BW,
N528,N528       42       BW  38/2550,SZS000003621,製番手配入力,JUC000000858-02,2019/12/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0004590,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       42       BW  38/2550,,,1,製品,0011,ソファ,布,G,,38/2550,,1.45000,,BE,,BE,,102,,B,,N528,,42,,BW,
N528,N528       42       BW  38/2568,SZS000005459,製番手配入力,JUC000001683-01,2019/11/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005132,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       42       BW  38/2568,,,1,製品,0011,ソファ,布,H,,38/2568,,1.45000,,BL,,BL,,170,,B,,N528,,42,,BW,
N528,N528       42       BW  38/4228,SZS000002539,製番手配入力,JUC000000413-02,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000678,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       42       BW  38/4228,,,1,製品,0011,ソファ,布,ZZ1,,38/4228,,1.40000,,BL,,BL,,170,,B,,N528,,42,,BW,
N528,N528       42       GY  22/5509,SZS000000559,製番手配入力,JUC000000102-01,2019/12/24,1,ﾋﾟｰｽ,0,0,UG,2019/11/05,5,N528    0003743,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       42       GY  22/5509,,,1,製品,0011,ソファ,布,G,,22/5509,,1.37000,,BE,,BE,,1000,,C,,N528,,42,,GY,
N528,N528       42       GY  22/5609,SZS000002067,製番手配入力,JUC000000302-01,2020/02/15,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005216,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       42       GY  22/5609,,,1,製品,0011,ソファ,布,G,,22/5609,,1.37000,,BE,,BE,,1000,,C,,N528,,42,,GY,
N528,N528       42       GY  38/6178,SZS000007397,製番手配入力,JUC000002014-01,2019/12/10,1,ﾋﾟｰｽ,0,0,UG,2019/11/20,5,N528    0003822,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       42       GY  38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,42,,GY,
N528,N528       42       GY  48/2600,SZS000002421,製番手配入力,JUC000000386-01,2020/01/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005231,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧ,N528       42       GY  48/2600,,,1,製品,0011,ソファ,布,G,,48/2600,,1.40000,,BE,,BE,,1022,,B,,N528,,42,,GY,
N528,N528       42S      DB  48/2609,SZS000002604,製番手配入力,JUC000000431-02,2020/01/23,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005409,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧS,N528       42S      DB  48/2609,,,1,製品,0011,ソファ,布,G,,48/2609,,1.40000,,BE,,BE,,1000,,B,,N528,,42S,,DB,
N528,N528       42S      GY  18/3929,SZS000007213,製番手配入力,JUC000001998-02,2019/11/28,1,ﾋﾟｰｽ,1,1,,2019/11/20,5,N528    0005386,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧS,N528       42S      GY  18/3929,,,1,製品,0011,ソファ,布,G,,18/3929,,1.40000,,BE,,BE,,1000,,G,,N528,,42S,,GY,
N528,N528       42S      GY  T7182,SZS000001322,製番手配入力,JUC000000153-01,2019/12/06,1,ﾋﾟｰｽ,0,0,UG　T7182：在庫50ｍ,2019/11/06,5,N528    0005533,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧS,N528       42S      GY  T7182,,,1,製品,0011,ソファ,布,G-R,,T7182,,1.40000,,BE,,BE,,1004,,,,N528,,42S,,GY,
N528,N528       42S      NA  18/3806,SZS000007513,製番手配入力,JUC000002024-02,2019/12/02,1,ﾋﾟｰｽ,1,1,,2019/11/20,5,N528    0005550,ｶｽﾄｰﾙ ｱｰﾑﾚｽｿﾌｧS,N528       42S      NA  18/3806,,,1,製品,0011,ソファ,布,G,,18/3806,,1.37000,,BE,,BE,,1004,,C,,N528,,42S,,NA,
N528,N528       49       BW  18/3806,SZS000003518,製番手配入力,JUC000000809-01,2020/02/13,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000768,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       BW  18/3806,,,1,製品,0011,ソファ,布,G,,18/3806,,1.37000,,BE,,BE,,1004,,C,,N528,,49,,BW,
N528,N528       49       BW  18/3919,SZS000003411,製番手配入力,JUC000000685-01,2020/02/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000668,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       BW  18/3919,,,1,製品,0011,ソファ,布,G,,18/3919,,1.35000,,BE,,BE,,1000,,E,,N528,,49,,BW,
N528,N528       49       BW  18/3928,SZS000007802,製番手配入力,JUC000002073-01,2019/12/05,1,ﾋﾟｰｽ,0,0,UG,2019/11/28,5,N528    0005553,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       BW  18/3928,,,1,製品,0011,ソファ,布,G,,18/3928,,1.40000,,BL,,BL,,1017,,G,,N528,,49,,BW,
N528,N528       49       BW  18/5166,SZS000006014,製番手配入力,JUC000001823-01,2019/12/14,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000753,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       BW  18/5166,,,1,製品,0011,ソファ,布,G,,18/5166,,1.37000,,BR,,BE,,1004,,E,,N528,,49,,BW,
N528,N528       49       BW  22/2600,SZS000004778,製番手配入力,JUC000001328-01,2019/12/26,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0002369,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       BW  22/2600,,,1,製品,0011,ソファ,布,G,,22/2600,,1.37000,,BE,,BE,,1004,,D,,N528,,49,,BW,
N528,N528       49       BW  22/5310,SZS000005661,製番手配入力,JUC000001752-02,2019/12/09,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0001105,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       BW  22/5310,,,1,製品,0011,ソファ,布,G,,22/5310,,1.35000,,BE,,BE,,1004,,B,,N528,,49,,BW,
N528,N528       49       BW  22/5509,SZS000003151,製番手配入力,JUC000000616-02,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0003902,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       BW  22/5509,,,1,製品,0011,ソファ,布,G,,22/5509,,1.37000,,BE,,BE,,1000,,C,,N528,,49,,BW,
N528,N528       49       BW  28/2525,SZS000004544,製番手配入力,JUC000001214-01,2020/01/27,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000057,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       BW  28/2525,,,1,製品,0011,ソファ,布,GR,,28/2525,,1.37000,,BE,,BE,,1004,,B,,N528,,49,,BW,
N528,N528       49       BW  38/2568,SZS000005465,製番手配入力,JUC000001683-02,2019/11/29,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0004302,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       BW  38/2568,,,1,製品,0011,ソファ,布,H,,38/2568,,1.45000,,BL,,BL,,170,,B,,N528,,49,,BW,
N528,N528       49       BW  38/4228,SZS000002533,製番手配入力,JUC000000413-01,2019/12/02,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0000679,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       BW  38/4228,,,1,製品,0011,ソファ,布,ZZ1,,38/4228,,1.40000,,BL,,BL,,170,,B,,N528,,49,,BW,
N528,N528       49       DB  48/2609,SZS000002598,製番手配入力,JUC000000431-01,2020/01/23,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005164,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       DB  48/2609,,,1,製品,0011,ソファ,布,G,,48/2609,,1.40000,,BE,,BE,,1000,,B,,N528,,49,,DB,
N528,N528       49       GY  18/3929,SZS000007207,製番手配入力,JUC000001998-01,2019/11/28,1,ﾋﾟｰｽ,1,1,,2019/11/20,5,N528    0005192,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       GY  18/3929,,,1,製品,0011,ソファ,布,G,,18/3929,,1.40000,,BE,,BE,,1000,,G,,N528,,49,,GY,
N528,N528       49       GY  22/5509,SZS000000565,製番手配入力,JUC000000102-02,2019/12/24,1,ﾋﾟｰｽ,0,0,,2019/11/05,5,N528    0003744,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       GY  22/5509,,,1,製品,0011,ソファ,布,G,,22/5509,,1.37000,,BE,,BE,,1000,,C,,N528,,49,,GY,
N528,N528       49       GY  22/5609,SZS000002073,製番手配入力,JUC000000302-02,2020/02/15,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0004370,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       GY  22/5609,,,1,製品,0011,ソファ,布,G,,22/5609,,1.37000,,BE,,BE,,1000,,C,,N528,,49,,GY,
N528,N528       49       GY  38/2542,SZS000006302,製番手配入力,JUC000001900-01,2019/12/02,1,ﾋﾟｰｽ,0,0,UG,2019/11/18,5,N528    0004723,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       GY  38/2542,,,1,製品,0011,ソファ,布,G,,38/2542,,1.37000,,BE,,BE,,1000,,B,,N528,,49,,GY,
N528,N528       49       GY  38/6178,SZS000007405,製番手配入力,JUC000002014-02,2019/12/10,1,ﾋﾟｰｽ,0,0,,2019/11/20,5,N528    0003588,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       GY  38/6178,,,1,製品,0011,ソファ,布,G,,38/6178,,1.40000,,BE,,BE,,1000,,B,,N528,,49,,GY,
N528,N528       49       GY  48/2600,SZS000002427,製番手配入力,JUC000000386-02,2020/01/06,1,ﾋﾟｰｽ,0,0,,2019/11/13,5,N528    0005232,ｶｽﾄｰﾙ ｶｳﾁ,N528       49       GY  48/2600,,,1,製品,0011,ソファ,布,G,,48/2600,,1.40000,,BE,,BE,,1022,,B,,N528,,49,,GY,
