id,hinban,item,description,remarks,unit,uprice,ouritem,vol,zaiko,kento,hcode,cat
251,"CH1070-17 SP/196","CH1070-0.5P SP/196",Stool,"別製品",pcs,181.7,"",0.17,0,0,"",""
252,"CH1070-17 SP/197","CH1070-0.5P SP/197",Stool,"別製品",pcs,181.7,"",0.17,0,0,"",""
253,"CH1070-17 SP/198","CH1070-0.5P SP/198",Stool,"別製品 布地:ラルク(ネイビー)",pcs,181.7,"",0.17,0,0,"",""
254,"CH1070-17 SP/199","CH1070-0.5P SP/199",Stool,"別製品 布地:ラルク(ネイビー)",pcs,181.7,"",0.17,0,0,"",""
255,"CH1070-17 SP/206","CH1070-0.5P SP/206",stool,"別製品",pcs,181.7,"",0.16,0,0,"",""
256,"CH1070-17 SP/207","CH1070-0.5P SP/207",stool,"別製品",pcs,181.7,"",0.16,0,0,"",""
257,"CH1070-17 SP/209","CH1070-0.5P SP/209",stool,"別製品",pcs,181.7,"",0.16,0,0,"",""
258,"CH1070-17 アッシュBE","CH1070-0.5P アッシュBE",Stool,"布地:アッシュ(BE)",pcs,183.0,"",0.2,0,0,"",""
259,"CH1070-17 アッシュBE","CH1070-17 アッシュBE",Stool,"布地:アッシュ(BE)",pcs,"","",0.17,0,0,"",""
260,"CH1070-17 アッシュBR","CH1070-0.5P アッシュBR",Stool,"布地:アッシュ(BR)",pcs,183.0,"",0.2,0,0,"",""
261,"CH1070-17 アッシュBR","CH1070-17 アッシュBR",Stool,"布地:アッシュ(BR)",pcs,"","",0.17,0,0,"",""
262,"CH1070-17 アッシュDGY","CH1070-0.5P アッシュDGY",Stool,"布地:アッシュ(DGY)",pcs,183.0,"",0.17,0,0,"",""
263,"CH1070-17 アッシュGY","CH1070-0.5P アッシュGY",Stool,"布地:アッシュ(GY)",pcs,183.0,"",0.17,0,0,"",""
264,"CH1070-17 アッシュGY","CH1070-17 アッシュGY",Stool,"布地:アッシュ(GY)",pcs,"","",0.17,0,0,"",""
271,"CH1070-17C SP/181","CH1070-0.5C SP/181","Stool Cover Only","",set,14.7,"",0.0,0,0,"",""
275,"CH1070-3.5P用 梱包材一式","CH1070-3.5P用 梱包材一式","梱包用段ボールと白い不織布","No commercial value",set,"","","",0,0,"",""
276,"CH1070-3P SP/183","CH1070-3P SP/183 CACEL","総幅(W):1900mm","別製品 SP/183",pcs,"","","",0,0,"",""
277,"CH1070-3P SP/183","CH1070-3P SP/183","総幅(W):1900mm","別製品 SP/183",pcs,460.0,"",1.72,0,0,"",""
278,"CH1070-3P SP/183","CH1070-3P SP/183","総幅(W):1900mm","別製品 SP/183",pcs,460.0,"CH1070-3P SP/183",1.0,0,0,"",""
279,"CH1070-3P アッシュGY","CH1070-3P アッシュGY","総幅(W):1900mm","布地:アッシュ(GY)",pcs,460.0,"",1.1,0,0,"",""
280,CH1070/CH1069LEG,CH1070/CH1069LEG,"STEEL LEG","別製品",set,40.65,"","",0,0,"",""
285,"CH1071-17 SN/01","CH1071-0.5P SN/01","","",pcs,73.4,"","",0,0,"",""
286,"CH1071-17 SN/02","CH1071-0.5P SN/02","","",pcs,73.4,"","",0,0,"",""
287,"CH1071-17 SN/02","CH1071-0.5P SN/02",Stool,"",pcs,73.4,"","",0,0,"",""
288,"CH1071-17 SN/03","CH1071-0.5P SN/03",Stool,"",pcs,73.4,"","",0,0,"",""
289,"CH1071-17 SN/03","CH1071-17 SN/03",Stool,"布地:CHILI:25 (アイボリー)",pcs,"","","",0,0,"",""
290,"CH1071-17 SP/126N","CH1071-0.5P SP/126N","","",pcs,82.3,"","",0,0,"",""
293,CH1071LEG-DB,CH1071LEG-DB,"CH1071用DB脚",CANCEL,sets,"","","",0,0,"",""
295,"CH1071N-03 DB SP/192","CH1071N-3P+0.5P SP/192","肘ノックダウン仕様"," 肘クッション 2個 DB脚同梱",set,408.3,"",1.37,0,0,"",""
298,"CH1071N-03+17用 梱包材一式","CH1071N-3P+0.5P用 梱包材一式","梱包用段ボールと白い不織布","No commercial value",set,"","","",0,0,"",""
299,CH1071N-03B+17B,CH1071N-3PB+0.5PB,"ヌードボディー 肘ノックダウン仕様","肘クッション 2個 DB脚同梱",set,278.5,"",1.37,0,0,"",""
300,"CH1071N-03C+17C SP/176","CH1071N-3PC+0.5PC SP/176","ONLY COVER","別製品 肘クッション 2個",set,129.6,"","",0,0,"",""
301,"CH1071N-03C+17C SP/182","CH1071N-3PC+0.5PC SP/182","ONLY COVER","別製品 肘クッション 2個",set,129.6,"","",0,0,"",""
302,"CH1071N-03C+17C SP/192","CH1071N-3PC+0.5PC SP/192","ONLY COVER"," 肘クッションカバー 2個付き",set,"","","",0,0,"",""
303,"CH1071N-03C+17C SP/198","CH1071N-3PC+0.5PC SP/198","ONLY COVER"," 肘クッションカバー 2個付き",set,"","","",0,0,"",""
308,"CH1071N-03SET DB SP/122N","CH1071N-3P+0.5P SP/122N","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱",set,443.6,"",1.37,0,0,"",""
309,"CH1071N-03SET DB SP/126N","CH1071N-3P+0.5P SP/126N","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱",set,443.6,"",1.37,0,0,"",""
310,"CH1071N-03SET DB SP/172","CH1071N-3P+0.5P SP/172","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱",set,423.7,"",1.37,0,0,"",""
311,"CH1071N-03SET DB SP/176","CH1071N-3P+0.5P SP/176","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱",set,423.7,"",1.37,0,0,"",""
312,"CH1071N-03SET DB SP/178","CH1071N-3P+0.5P SP/178","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱",set,423.7,"",1.37,0,0,"",""
313,"CH1071N-03SET DB SP/180","CH1071N-3P+0.5P SP/180","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱 ",set,423.7,"",1.37,0,0,"",""
314,"CH1071N-03SET DB SP/181","CH1071N-3P+0.5P SP/181","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱 ",set,423.7,"",1.37,0,0,"",""
315,"CH1071N-03SET DB SP/182","CH1071N-3P+0.5P SP/182","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱 ",set,423.7,"",1.37,0,0,"",""
316,"CH1071N-03SET DB SP/183","CH1071N-3P+0.5P SP/183","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱 ",set,423.7,"",1.37,0,0,"",""
317,"CH1071N-03SET DB SP/184","CH1071N-3P+0.5P SP/184","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱 ",set,423.7,"",1.37,0,0,"",""
318,"CH1071N-03SET DB SP/190","CH1071N-3P+0.5P SP/190","肘ノックダウン仕様"," 肘クッション 2個 DB脚同梱",set,408.3,"",1.37,0,0,"",""
319,"CH1071N-03SET DB SP/191","CH1071N-3P+0.5P SP/191","肘ノックダウン仕様"," 肘クッション 2個 DB脚同梱",set,408.3,"",1.37,0,0,"",""
320,"CH1071N-03SET DB SP/192","CH1071N-3P+0.5P SP/192","肘ノックダウン仕様"," 肘クッション 2個 DB脚同梱",set,408.3,"",1.37,0,0,"",""
321,"CH1071N-03SET DB SP/196","CH1071N-3P+0.5P SP/196","肘ノックダウン仕様"," 肘クッション 2個 DB脚同梱",set,408.3,"",1.37,0,0,"",""
322,"CH1071N-03SET DB SP/197","CH1071N-3P+0.5P SP/197","肘ノックダウン仕様"," 肘クッション 2個 DB脚同梱",set,408.3,"",1.37,0,0,"",""
323,"CH1071N-03SET DB SP/206","CH1071N-3P+0.5P SP/206","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱 ",set,408.3,"",1.37,0,0,"",""
324,"CH1071N-03SET DB SP/207","CH1071N-3P+0.5P SP/207","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱 ",set,408.3,"",1.37,0,0,"",""
325,"CH1071N-03SET DB SP/209","CH1071N-3P+0.5P SP/209","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱 ",set,408.3,"",1.37,0,0,"",""
326,"CH1071N-03SET DB アッシュGY","CH1071N-3P+0.5P アッシュGY","肘ノックダウン仕様","肘クッション 2個 脚:DB",set,403.1,"",1.37,0,0,"",""
327,"CH1071N-03SET NA SP/191","CH1071N-3P+0.5P SP/191","肘ノックダウン仕様"," 肘クッション 2個 NA脚同梱",set,408.3,"",1.37,0,0,"",""
328,"CH1071N-03SET SP/122N","CH1071N-3P+0.5P SP/122N","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱",set,423.0,"",1.37,0,0,"",""
329,"CH1071N-03SET SP/206","CH1071N-3P+0.5P SP/206","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱",set,408.3,"",1.37,0,0,"",""
330,"CH1071N-03SET SP/207","CH1071N-3P+0.5P SP/207","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱",set,408.3,"",1.37,0,0,"",""
331,"CH1071N-17 SP/183","CH1071N-0.5P SP/183","","別製品 DB脚同梱 ",set,"","","",0,0,"",""
332,"CH1071N-3P+0.5P SP/122N","CH1071N-3P+0.5P SP/122N","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱 ",pcs,443.6,"CH1071N-03+17 SP/122N",1.0,0,0,"",""
333,"CH1071N-3P+0.5P SP/122N","CH1071N-3P+0.5P SP/122N","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱",pcs,443.6,"CH1071N-03+17 SP/122N",1.2,0,0,"",""
334,"CH1071N-3P+0.5P SP/176","CH1071N-3P+0.5P SP/176","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱",set,423.7,"",1.2,0,0,"",""
335,"CH1071N-3P+0.5P SP/178","CH1071N-3P+0.5P SP/178","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱",set,423.7,"",1.2,0,0,"",""
336,"CH1071N-3P+0.5P SP/190","CH1071N-3P+0.5P SP/190","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱",set,408.3,"",2.0,0,0,"",""
337,"CH1071N-3P+0.5P SP/195 NA脚","CH1071N-3P+0.5P SP/195","肘ノックダウン仕様","別製品 肘クッション 2個 NA色脚同梱",set,408.3,"",1.37,0,0,"",""
338,"CH1071N-3P+0.5P SP/196","CH1071N-3P+0.5P SP/196","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱",set,408.3,"",2.0,0,0,"",""
339,"CH1071N-3P+0.5P SP/198","CH1071N-3P+0.5P SP/198","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱 ラルク(クリーム)",pcs,408.3,"CH1071N-3P+0.5P SP/195",2.0,0,0,"",""
340,"CH1072 S 10030","CH1072-30R FREE96","CU37x1 CU35x1付き","布地：Zhida社 FREE96",pcs,315.3,"CH1072-32LSET FREE96",1.23,0,0,"",""
341,"CH1072 S 10031","CH1072-30N FREE96","CU37x1 CU35x1付き","布地：Zhida社 FREE96",pcs,291.1,"CH1072-20SET FREE96",1.23,0,0,"",""
342,"CH1072 S 10034","CH1072-30L FREE93","CU37x1 CU35x1付き","布地：Zhida社 FREE93",pcs,315.3,"CH1072-31L FREE93",1.23,0,0,"",""
343,"CH1072 S 10035","CH1072-30N FREE93","CU37x1 CU35x1付き","布地：Zhida社 FREE93",pcs,291.1,"CH1072-20SET FREE93",1.23,0,0,"",""
344,"CH1072 S 10038","CH1072-30L FREE96","CU37x1 CU35x1付き","布地：Zhida社 FREE96",pcs,315.3,"CH1072-31L FREE96",1.23,0,0,"",""
345,"CH1072 S 10039","CH1072-30L FREE97","CU37x1 CU35x1付き","布地：Zhida社 FREE97",pcs,315.3,"CH1072-31L FREE97",1.23,0,0,"",""
346,"CH1072 S 10040","CH1072-30R FREE97","CU37x1 CU35x1付き","布地：Zhida社 FREE97",pcs,315.3,"CH1072-32LSET FREE97",1.23,0,0,"",""
347,"CH1072 S 10041","CH1072-30R FREE93","CU37x1 CU35x1付き","布地：Zhida社 FREE93",pcs,315.3,"CH1072-32LSET FREE93",1.23,0,0,"",""
348,"CH1072 S 10042","CH1072-30N FREE97","CU37x1 CU35x1付き","布地：Zhida社 FREE97",pcs,291.1,"CH1072-20SET FREE97",1.23,0,0,"",""
349,"CH1072-20C SP/178","CH1072-30NC SP/178","CU37x1 CU35x1付き","別製品 ONLY COVER",set,56.5,"","",0,0,"",""
350,"CH1072-20SET FEREE93","CH1072-30N FREE93","","布地:Zhida FREE93",pcs,291.1,"",1.22,0,0,"",""
351,"CH1072-20SET FEREE96","CH1072-30N FREE96","","布地:Zhida FREE96",pcs,291.1,"",0.86,0,0,"",""
352,"CH1072-20SET FEREE97","CH1072-30N FREE97","","布地:Zhida FREE97",pcs,291.1,"",1.22,0,0,"",""
353,"CH1072-20SET FREE93","CH1072-30N FREE93","","CU37x1 CU35x1付き",pcs,291.1,"",1.22,0,0,"",""
354,"CH1072-20SET FREE93","CH1072-30N FREE93","CU37x1 CU35x1付き","布地:Zhida社 FREE93",pcs,291.1,"",1.22,0,0,"",""
355,"CH1072-20SET FREE96","CH1072-30N FREE96","","",pcs,291.1,"",0.86,0,0,"",""
356,"CH1072-20SET FREE96","CH1072-30N FREE96","","CU37x1 CU35x1付き",pcs,291.1,"",0.86,0,0,"",""
357,"CH1072-20SET FREE96","CH1072-30N FREE96","CU37x1 CU35x1付き","布地:Zhida社 FREE96",pcs,291.1,"",0.86,0,0,"",""
358,"CH1072-20SET FREE97","CH1072-30N FREE97","CU37x1 CU35x1付き","布地:Zhida社 FREE97",pcs,291.1,"",1.22,0,0,"",""
359,"CH1072-20SET SN/02","CH1072-30N SN/02","CU37x1 CU35x1付き","別製品",set,283.6,"",0.79,0,0,"",""
360,"CH1072-20SET SN/03","CH1072-30N SN/03","CU37x1 CU35x1付き","別製品",set,283.6,"",0.79,0,0,"",""
361,"CH1072-20SET SP/176","CH1072-30N SP/176","CU37x1 CU35x1付き","別製品",set,300.0,"",1.22,0,0,"",""
364,"CH1072-20SET SP/183","CH1072-30N SP/183","CU37x1 CU35x1付き","別製品 ",set,300.0,"",1.22,0,0,"",""
366,"CH1072-20SET SP/192","CH1072-30N SP/192","CU37x1 CU35x1付き","別製品",set,291.1,"",1.22,0,0,"",""
367,"CH1072-20SET SP/194","CH1072-30N SP/194","CU37x1 CU35x1付き","別製品",set,291.1,"",1.22,0,0,"",""
368,"CH1072-20SET SP/196","CH1072-30N SP/196","CU37x1 CU35x1付き","別製品",set,291.1,"",1.22,0,0,"",""
369,"CH1072-20SET SP/197","CH1072-30N SP/197","CU37x1 CU35x1付き","別製品",set,291.1,"",1.2,0,0,"",""
370,"CH1072-20SET SP/199","CH1072-30N SP/199","CU37x1 CU35x1付き","別製品",set,291.1,"",1.22,0,0,"",""
374,"CH1072-20SETC SP/197","CH1072-30NC SP/197","[ONLY COVER] CU37x1 CU35x1付き付き","別製品",set,"","","",0,0,"",""
376,"CH1072-30N FREE96","CH1072-30N FREE96","CU37x1 CU35x1 付き","布地:ZHIDA社FREE 96",pcs,291.1,"",0.86,0,0,"",""
377,"CH1072-30N FREE96","CH1072-30N FREE96","CU37x2 CU35x2 付き","布地:ZHIDA社FREE 96",pcs,291.1,"",0.86,0,0,"",""
378,"CH1072-30N SN/02","CH1072-30N SN/02","CU37x1 CU35x1付き","別製品 布地:CHILI:17 (ブラック)",pcs,283.6,"CH1072-20SET SN/02",1.23,0,0,"",""
379,"CH1072-30N SP/183","CH1072-30N SP/182","CU37x1 CU35x1付き","別製品 ",pcs,300.0,"CH1072-20SET SP/182",1.23,0,0,"",""
380,"CH1072-30R FREE96","CH1072-30R FREE96","CU37x1 CU35x1 付き","布地:ZHIDA社FREE 96",pcs,315.3,"",0.86,0,0,"",""
381,"CH1072-30R FREE96","CH1072-30R FREE96","CU37x2 CU35x2 付き","布地:ZHIDA社FREE 96",pcs,315.3,"",0.86,0,0,"",""
382,"CH1072-31L FEREE93","CH1072-30L FREE93","","布地:Zhida FREE93",pcs,315.3,"",1.22,0,0,"",""
383,"CH1072-31L FEREE96","CH1072-30L FREE96","","布地:Zhida FREE96",pcs,315.3,"",1.22,0,0,"",""
384,"CH1072-31L FEREE97","CH1072-30L FREE97","","布地:Zhida FREE97",pcs,315.3,"",1.22,0,0,"",""
385,"CH1072-31L FREE93","CH1072-30L FREE93","","",pcs,315.3,"",1.22,0,0,"",""
386,"CH1072-31L FREE93","CH1072-30L FREE93","CU37x1 CU35x1付き","布地:Zhida社 FREE93",pcs,315.3,"",1.22,0,0,"",""
387,"CH1072-31L FREE96","CH1072-30L FREE96","","",pcs,315.3,"",1.22,0,0,"",""
388,"CH1072-31L FREE96","CH1072-30L FREE96","CU37x1 CU35x1付き","布地:Zhida社 FREE96",pcs,315.3,"",1.22,0,0,"",""
389,"CH1072-31LSET FREE97","CH1072-30L FREE97","CU37x1 CU35x1付き","布地:Zhida社 FREE97",pcs,315.3,"",1.22,0,0,"",""
390,"CH1072-31LSET SN/01","CH1072-30L SN/01","CU37x1 CU35x1付き","別製品",set,307.0,"",1.22,0,0,"",""
391,"CH1072-31LSET SN/02","CH1072-30L SN/02","CU37x1 CU35x1付き","別製品",set,307.0,"",1.22,0,0,"",""
393,"CH1072-31LSET SP/180","CH1072-30L SP/180","CU37x1 CU35x1付き","別製品 ",pcs,325.1,"",1.22,0,0,"",""
394,"CH1072-31LSET SP/182","CH1072-30L SP/182","CU37x1 CU35x1付き","別製品 ",pcs,325.1,"",1.22,0,0,"",""
395,"CH1072-31LSET SP/183","CH1072-30L SP/183","CU37x1 CU35x1付き","別製品 ",pcs,325.1,"",1.22,0,0,"",""
396,"CH1072-31LSET SP/192","CH1072-30L SP/192","CU37x1 CU35x1付き","別製品",pcs,315.3,"",1.22,0,0,"",""
397,"CH1072-31LSET SP/194","CH1072-30L SP/194","CU37x1 CU35x1付き","別製品",pcs,315.3,"",1.22,0,0,"",""
398,"CH1072-31LSET SP/198","CH1072-30L SP/198","CU37x1 CU35x1付き"," 別製品",pcs,315.3,"",1.22,0,0,"",""
402,"CH1072-31LSETC SP/197","CH1072-30LC SP/197","[ONLY COVER] CU37x1 CU35x1付き付き","別製品",set,"","","",0,0,"",""
403,"CH1072-32LC SP/178","CH1072-30RC SP/178","CU37x1 CU35x1付き","別製品 ONLY COVER",set,64.2,"","",0,0,"",""
404,"CH1072-32LCSET SP/206","CH1072-30RC SP/206","CU37x1 CU35x1付き カバー付き","ONLY COVER",set,"","","",0,0,"",""
405,"CH1072-32LSET FEREE96","CH1072-30R FREE96","","布地:Zhida FREE96",pcs,315.3,"",0.86,0,0,"",""
406,"CH1072-32LSET FEREE97","CH1072-30R FREE97","","布地:Zhida FREE97",pcs,315.3,"",1.22,0,0,"",""
407,"CH1072-32LSET FREE96","CH1072-30R FREE96","","",pcs,315.3,"",0.86,0,0,"",""
408,"CH1072-32LSET FREE96","CH1072-30R FREE96","CU37x1 CU35x1付き","布地:Zhida社 FREE96",pcs,315.3,"",0.86,0,0,"",""
409,"CH1072-32LSET SN/01","CH1072-30R SN/01","CU37x1 CU35x1付き","別製品",set,307.0,"",1.22,0,0,"",""
410,"CH1072-32LSET SN/02","CH1072-30R SN/02","CU37x1 CU35x1付き","別製品",set,307.0,"",1.22,0,0,"",""
411,"CH1072-32LSET SP/176","CH1072-30R SP/176","CU37x1 CU35x1付き","別製品",set,325.1,"",1.22,0,0,"",""
412,"CH1072-32LSET SP/183","CH1072-30R SP/183","CU37x1 CU35x1付き","別製品 布地:SP/183 ",set,325.1,"",1.22,0,0,"",""
413,"CH1072-32LSET SP/190","CH1072-30R SP/190","CU37x1 CU35x1付き","別製品",pcs,315.3,"",1.22,0,0,"",""
414,"CH1072-32LSET SP/196","CH1072-30R SP/196","CU37x1 CU35x1付き","別製品",pcs,315.3,"",1.22,0,0,"",""
415,"CH1072-32LSET SP/199","CH1072-30R SP/199","CU37x1 CU35x1付き","別製品",pcs,315.3,"",1.22,0,0,"",""
419,"CH1072-35 SP/209","CH1072-35 SP/209","背クッション 小","",pcs,"","","",0,0,"",""
420,"CH1072-LEG (金属脚)",CH1072-LEG,"Steel Leg","不適合交換分 (No commercial value/value for custom purpose only)",pcs,"","","",0,0,"",""
421,"CH1072-本体用 梱包材一式","CH1072-本体用 梱包材一式","梱包用段ボールと白い不織布","No commercial value",set,"","","",0,0,"",""
422,"CH1072-脚用 梱包材一式","CH1072-脚用 梱包材一式","梱包用段ボールと白い不織布","No commercial value",set,"","","",0,0,"",""
423,"CH1082-03 SN/01","CH1082-3P SN/01","CU37x1 CU35x1 肘CUx2 付き","別製品STOOL同梱 木脚同梱 脚色 NA色 SN/01(ベージュ)",pcs,"","","",0,0,"",""
424,"CH1082-03 SN/02","CH1082-3P SN/02","CU37x1 CU35x1 肘CUx2 付き","別製品STOOL同梱 木脚同梱 脚色 DB色 SN/02(ブラック)",pcs,0.01,"",0.001,0,0,"",""
425,"CH1082-03 SP/178","CH1082-3P SP/178","CU37x1 CU35x1 肘CUx2 付き","別製品STOOL同梱 木脚同梱 脚色 NA色 SP/178(GY)",pcs,"","","",0,0,"",""
426,"CH1082N-03SET DB SN/01","CH1082N-3P+0.5P SN/01","CU37x1 CU35x2 肘CUx2 付","別製品STOOL同梱 木脚同梱 脚色 DB色",set,390.7,"","",0,0,"",""
427,"CH1082N-03SET DB SN/02","CH1082N-3P+0.5P SN/02","CU37x1 CU35x2 肘CUx2 付","別製品STOOL同梱 木脚同梱 脚色 DB色",set,390.7,"","",0,0,"",""
428,"CH1082N-03SET DB SP/181","CH1082N-3P+0.5P SP/181","CU37x1 CU35x2 肘CUx2 付","別製品STOOL同梱 木脚同梱 脚色 DB色",set,422.0,"",1.1,0,0,"",""
429,"CH1082N-03SET DB SP/184","CH1082N-3P+0.5P SP/184","CU37x1 CU35x2 肘CUx2 付","別製品STOOL同梱 木脚同梱 脚色 DB色",set,422.0,"",1.1,0,0,"",""
430,"CH1082N-03SET NA SN/01","CH1082N-3P+0.5P SN/01","CU37x1 CU35x2 肘CUx2 付","別製品STOOL同梱 木脚同梱 脚色 NA色 SN/01(ベージュ)",pcs,390.7,"","",0,0,"",""
431,"CH1082N-03SET NA SP/172","CH1082N-3P+0.5P SP/172","CU37x1 CU35x2 肘CUx2 付","別製品STOOL同梱 木脚同梱 脚色 NA色",set,422.0,"","",0,0,"",""
432,"CH1082N-03SET NA SP/178","CH1082N-3P+0.5P SP/178","CU37x1 CU35x2 肘CUx2 付","別製品STOOL同梱 木脚同梱 脚色 NA色",pcs,422.0,"","",0,0,"",""
433,"CH1082N-03SET NA SP/180","CH1082N-3P+0.5P SP/180","CU37x1 CU35x2 肘CUx2 付","別製品STOOL同梱 木脚同梱 脚色 NA色",set,422.0,"",1.1,0,0,"",""
434,"CH1082N-03SET NA SP/181","CH1082N-3P+0.5P SP/181","CU37x1 CU35x2 肘CUx2 付","別製品STOOL同梱 木脚同梱 脚色 NA色",set,422.0,"",1.1,0,0,"",""
435,"CH1082N-03SET NA SP/192","CH1082N-3P+0.5 SP/192","CU37x1 CU35x2 肘CUx2 付","別製品STOOL同梱 木脚同梱 脚色 NA色",set,403.7,"","",0,0,"",""
436,"CH1082N-03SET NA SP/197","CH1082N-3P+0.5 SP/197","CU37x1 CU35x2 肘CUx2 付","別製品STOOL同梱 木脚同梱 脚色 NA色",set,403.7,"","",0,0,"",""
437,"CH1083-03+17 SN/02","CH1083-3P+0.5P SN/02","肘ノックダウン仕様","別製品 肘クッション 2個 DB脚同梱 ",pcs,387.7,"",1.37,0,0,"",""
438,"CH1092-0.5P HSQ9066/15","CH1092-0.5P HSQ9066/15","試作品","布地:103100475 HSQ9066/15/BR&PK",pcs,"確認中","","",0,0,"",""
439,"CH1092-0.5P大 HSQ9066/15","CH1092-0.5P大 HSQ9066/15","試作品","布地:103100475 HSQ9066/15/BR&PK",pcs,"確認中","","",0,0,"",""
440,"CH1092-0.5P小 HSQ9066/05","CH1092-0.5P小 HSQ9066/05","試作品","布地:103100474 HSQ9066/05/BE",pcs,"確認中","","",0,0,"",""
441,"CH1092-11N HSQ9066/05","CH1092-11N HSQ9066/05","試作品","布地:103100474 HSQ9066/05/BE",pcs,"確認中","","",0,0,"",""
442,"CH1092-1N HSQ9066/15","CH1092-1N HSQ9066/15","試作品","布地:103100475 HSQ9066/15/BR&PK",pcs,"確認中","","",0,0,"",""
443,"CH1092-肘 HSQ9066/15","CH1092-肘 HSQ9066/15","試作品","布地:103100475 HSQ9066/15/BR&PK",pcs,"確認中","","",0,0,"",""
444,"CH1092-腰クッション HSQ9066/15/05","CH1092-腰クッション HSQ9066/15/05","試作品","表裏リバーシブル(2色張り)",pcs,"確認中","","",0,0,"",""
445,"CH1092用 肘とスツール用台輪部品","CH1092用 肘とスツール用台輪部品","","リビングハウス用部品",pcs,"","","",0,0,"",""
446,"CH1092用 連結部品","CH1092用 連結部品","黒っぽい布地を希望","リビングハウス用部品","枚","","","",0,0,"",""
447,CH1098-SC,CH1098-SC,"Side Case (サイドケース)","明細別紙 / 営業所別ビニール梱包 ",pcs,9.0,"","",0,0,"",""
448,"CH1098-SC FIT-G","CH1098-SC FIT-G","Side Case (サイドケース)","",pcs,9.0,"","",0,0,"",""
449,"CH1098-SC FIT-GY","CH1098-SC FIT-GY","Side Case (サイドケース)","",pcs,9.0,"","",0,0,"",""
450,"CH1098-SC FIT-NV","CH1098-SC FIT-NV","Side Case (サイドケース)","",pcs,9.0,"","",0,0,"",""
451,"CH1098-SC FIT-PA","CH1098-SC FIT-PA","Side Case (サイドケース)","",pcs,9.0,"","",0,0,"",""
452,"CH1098-SC SO/11","CH1098-SC SO/11","Side Case (サイドケース)","",pcs,9.0,"","",0,0,"",""
453,"CH1098-SC SO/12","CH1098-SC SO/12","Side Case (サイドケース)","",pcs,9.0,"","",0,0,"",""
454,"CH1099 用 座クッション(小)","CH1099 用 座クッション(小)","仕様=ウレタン仕様","NIC用部品",pcs,"","","",0,0,"",""
455,"CH1099 用 木脚","CH1099 用 木脚","仕様=高さ(H):130mm 色:DBR","NIC用部品 (1set=円錐脚x8個 + 円柱中心脚x1個)",set,"","","",0,0,"",""
456,"CH1099-3P+0.5P SP/196","CH1099-3P+0.5P SP/196","","試作品",set,430.3,"","",0,0,"",""
457,"CH1099-3PSET SP/181","CH1099-3P+0.5P SP/181","SET(3Px1 + 0.5Px1 + CUx2 + 木脚DBRx9) ","別製品",set,442.5,"","",0,0,"",""
458,"CH1100 用 背と座クッション(セット)","CH1100 用 背と座クッション(セット)","仕様=ウレタン仕様(1set=背x1個 + 座x1個)","NIC用部品",set,"","","",0,0,"",""
